Date,SPY,EFA,EEM,TLT
20140916,166.7302,49.043,34.8918,86.7918
20140917,166.9548,48.6946,34.5677,86.5692
20140918,167.8446,49.0727,34.6151,86.8455
20140919,167.6934,48.9022,34.3543,87.9507
20140922,166.3983,48.6872,33.8325,88.0581
20140923,165.4458,48.2795,33.6428,88.603
20140924,166.7409,48.5241,34.125,88.1118
20140925,164.0505,47.8125,33.382,89.1556
20140926,165.3539,48.0127,33.5322,89.0251
20140929,165.0531,47.5679,32.8524,89.7389
20140930,164.6186,47.5308,32.8524,89.2323
20141001,162.3878,46.9675,32.1804,90.9626
20141002,162.4128,46.4634,32.3544,90.1702
20141003,164.2009,46.4634,32.631,90.5549
20141006,164.0087,46.7599,33.0579,90.6087
20141007,161.477,45.9667,32.7654,91.832
20141008,164.3011,46.6932,33.2555,91.8551
20141009,161.0425,45.4404,32.7338,91.455
20141010,159.2043,44.7584,32.0224,92.3629
20141013,156.5891,44.6992,32.3464,92.9246
20141014,156.8314,44.8103,32.5362,93.5323
20141015,155.7702,44.5435,32.1251,94.2709
20141016,155.6366,44.1284,31.8326,93.6708
20141017,157.4748,44.9512,32.1884,93.1476
20141020,159.0038,45.2329,32.2832,93.4861
20141021,162.1538,45.774,32.4176,92.7398
20141022,161.0007,45.4404,32.2042,92.8399
20141023,162.8723,45.8778,32.1963,92.0166
20141024,164.1256,46.1298,32.4255,92.109
20141027,163.9001,45.8704,32.1725,92.2783
20141028,165.78,46.5672,32.8207,91.7012
20141029,165.5293,46.2114,32.8682,91.909
20141030,166.5905,46.5449,33.1764,91.9859
20141031,168.4955,47.4048,33.3187,91.7474
20141103,168.5874,46.9971,33.0421,91.7474
20141104,168.0025,46.7303,33.0737,92.0327
20141105,169.0637,46.8192,32.7812,91.9016
20141106,169.7405,46.5672,32.3781,91.3078
20141107,169.8992,46.5894,32.5836,92.3567
20141110,170.434,46.797,32.6705,91.5083
20141111,170.6011,47.0787,32.6389,91.57
20141112,170.4173,46.6784,32.5757,91.4929
20141113,170.6095,46.9007,32.4887,91.7088
20141114,170.6513,46.9675,32.7575,92.1561
20141117,170.7598,46.7821,32.4097,91.9248
20141118,171.7458,47.2936,32.5836,92.1793
20141119,171.47,47.1528,32.5678,91.5931
20141120,171.7708,46.8711,32.5124,92.0713
20141121,172.6899,47.2788,33.548,92.6266
20141124,173.1746,47.5531,33.2713,92.7037
20141125,173.0493,47.6346,33.0579,93.475
20141126,173.4921,47.8199,33.4768,93.7295
20141128,173.1245,47.4345,32.8049,94.4699
20141201,171.9213,47.39,32.2437,93.9187
20141202,173.0325,47.5234,32.2358,93.0066
20141203,173.701,47.4641,32.3227,93.3699
20141204,173.5088,47.3084,32.3781,94.1506
20141205,173.7929,47.4122,32.3148,93.6018
20141208,172.6315,46.9971,31.8405,94.7458
20141209,172.5145,46.7451,31.5402,95.2328
20141210,169.7488,46.1521,31.0738,95.9285
20141211,170.6095,46.0928,30.8129,96.3227
20141212,167.8521,45.2032,30.307,97.6291
20141215,166.6991,44.4545,29.8722,97.4281
20141216,165.3623,44.7733,29.8248,98.634
20141217,168.6042,45.3085,30.5104,97.7451
20141218,172.7736,46.1169,30.9274,96.0058
20141219,173.5087,46.1843,31.1439,97.2967
20141222,174.3068,46.4088,31.5769,97.4281
20141223,174.5421,46.2591,31.2882,95.4956
20141224,174.5588,46.4687,31.3604,96.0154
20141226,175.1217,46.5885,31.6089,96.3718
20141229,175.357,46.2516,31.4165,97.0921
20141230,174.416,45.825,31.4806,97.3556
20141231,172.6853,45.5405,31.5047,97.5414
20150102,172.5929,45.3459,31.0877,98.6259
20150105,169.4759,44.2755,30.5345,100.1752
20150106,167.8796,43.774,30.4062,101.9801
20150107,169.9716,44.2605,31.0637,101.7786
20150108,172.9878,44.8594,31.5929,100.4308
20150109,171.6015,44.6423,31.4887,101.5308
20150112,170.2572,44.5375,31.2321,102.1118
20150113,169.7784,44.762,31.5047,102.1118
20150114,168.7534,44.6348,31.3283,102.8864
20150115,167.2075,44.9192,31.4005,104.5054
20150116,169.4003,45.5031,31.6651,103.173
20150120,169.7616,45.6603,31.617,104.5441
20150121,170.6185,46.0196,32.3146,103.3357
20150122,173.1558,46.1917,32.932,102.9639
20150123,172.2064,45.9298,32.6834,104.3969
20150126,172.6097,46.5585,32.6994,104.0794
20150127,170.3329,46.6259,32.523,104.242
20150128,168.1484,45.9298,32.1702,105.9462
20150129,169.7028,46.5585,32.1702,105.249
20150130,167.5688,45.825,31.2882,107.1159
20150202,169.6439,46.3789,31.8495,106.7115
20150203,172.0972,47.1199,32.4509,104.4528
20150204,171.4418,46.7307,32.2905,104.6312
20150205,173.1726,47.3744,32.4829,103.4825
20150206,172.6937,46.7831,31.9297,101.6506
20150209,171.9208,46.5585,31.8816,101.4877
20150210,173.7523,46.9852,31.8014,100.6804
20150211,173.8531,46.7307,31.5688,100.8667
20150212,175.525,47.4567,32.2424,100.5329
20150213,176.2476,47.7711,32.6112,99.5006
20150217,176.5248,47.8834,32.5391,98.0025
20150218,176.5416,48.1679,32.531,98.5847
20150219,176.4156,48.2277,32.3947,97.9327
20150220,177.4742,48.6769,32.6112,98.2199
20150223,177.449,48.5047,32.2825,99.3454
20150224,177.9531,48.8041,32.7476,100.6494
20150225,177.8018,48.8415,32.6834,101.0841
20150226,177.5918,48.7068,32.6914,99.7024
20150227,176.9869,48.7292,32.6674,100.5407
20150302,178.1043,48.8041,32.6193,98.668
20150303,177.3733,48.5047,32.3707,98.3103
20150304,176.6256,48.3101,32.0179,98.3413
20150305,176.8189,48.4224,31.9698,98.217
20150306,174.332,47.7636,31.4806,96.0471
20150309,175.0545,47.8385,31.3604,96.9337
20150310,172.2148,46.798,30.6627,98.2091
20150311,171.8116,46.9178,30.8953,98.9247
20150312,173.996,47.5017,31.0877,98.8546
20150313,172.929,47.2247,30.7109,98.5513
20150316,175.2394,47.7562,31.0797,99.5001
20150317,174.7185,47.6364,31.4405,100.3245
20150318,176.8189,48.6544,32.2103,102.261
20150319,176.0123,48.0855,31.6651,101.74
20150320,177.566,49.1484,32.1381,102.2766
20150323,177.2199,49.3954,32.2344,102.1521
20150324,176.2241,49.2906,32.3627,103.1398
20150325,173.6418,49.0586,31.8495,102.2688
20150326,173.2283,48.6319,31.5528,100.6745
20150327,173.6249,48.7592,31.641,101.9266
20150330,175.7431,48.7891,32.2504,101.4211
20150331,174.2072,48.0331,32.1782,101.6388
20150401,173.5912,48.3774,32.5792,102.9738
20150402,174.2156,48.7966,33.0683,101.8828
20150406,175.3887,49.2906,33.4933,101.3138
20150407,174.9245,49.2233,33.3249,102.1633
20150408,175.5152,49.4329,34.0225,102.1945
20150409,176.2917,49.5002,34.3593,100.8696
20150410,177.2537,49.5975,34.3833,101.0177
20150413,176.452,49.2832,34.1829,101.158
20150414,176.7896,49.6499,34.3352,101.875
20150415,177.5828,49.8745,34.5758,101.7893
20150416,177.5322,50.0092,34.8484,101.2827
20150417,175.4899,49.3805,34.239,102.4439
20150420,177.0933,49.4329,34.2069,101.5399
20150421,176.8824,49.8745,34.4074,101.08
20150422,177.7516,49.9718,34.7762,99.537
20150423,178.1989,50.1589,35.0328,99.9656
20150424,178.6124,50.4509,35.1611,100.589
20150427,177.8698,50.6979,35.2974,100.589
20150428,178.4352,50.7578,35.3536,99.2018
20150429,177.701,50.3161,34.9125,97.9861
20150430,175.9203,49.7847,34.3833,98.1576
20150501,177.8275,50.3386,34.5918,96.8362
20150504,178.3339,50.2862,34.7923,95.9225
20150505,176.2917,49.5377,34.4154,95.7897
20150506,175.5659,49.6649,33.9904,94.1498
20150507,176.2663,49.5002,33.9423,95.4149
20150508,178.5871,50.6455,34.3753,95.6726
20150511,177.7347,50.2039,34.0466,93.3454
20150512,177.203,50.1739,33.9343,93.5875
20150513,177.2368,50.5482,33.9984,92.8378
20150514,179.085,51.1545,34.3352,93.0877
20150515,179.2791,51.2144,34.5998,94.9541
20150518,179.836,51.0422,34.247,93.361
20150519,179.777,50.8476,34.3031,92.5333
20150520,179.6504,50.9449,34.2791,92.6894
20150521,180.1736,51.2144,34.1588,93.9858
20150522,179.7433,50.885,34.2711,94.0248
20150526,177.8107,49.9718,33.7258,95.6335
20150527,179.4985,50.4583,33.7338,95.8522
20150528,179.296,50.3685,33.2928,95.618
20150529,178.182,49.882,32.9721,95.8288
20150601,178.5449,49.7472,32.8438,94.7988
20150602,178.3677,49.9793,32.9721,93.4763
20150603,178.8402,50.2563,32.8037,91.9736
20150604,177.3297,49.7173,32.3065,93.171
20150605,177.0258,49.126,32.1622,92.0362
20150608,175.9372,49.0586,32.1542,91.9344
20150609,175.9119,48.7891,31.9617,91.2067
20150610,178.0216,49.8146,32.4268,90.4083
20150611,178.5955,49.9494,32.2664,92.3101
20150612,177.2284,49.5526,32.2664,92.3101
20150615,176.4689,49.2532,31.9056,92.4588
20150616,177.4309,49.2383,31.9136,93.1866
20150617,177.7178,49.126,32.1061,92.4667
20150618,179.566,49.5676,32.4028,92.0127
20150619,178.7689,49.4478,32.1221,93.1945
20150622,179.6848,50.3835,32.5872,91.2927
20150623,179.8119,50.5182,32.9079,90.7449
20150624,178.506,50.0841,32.6754,91.5275
20150625,177.9632,50.062,32.5631,91.2067
20150626,177.9294,50.0392,32.2561,90.1814
20150629,174.1981,48.5016,31.5372,92.5684
20150630,174.5628,48.3266,32.0057,91.9266
20150701,175.962,48.6386,31.9815,90.6858
20150702,175.8008,48.6995,32.135,90.9838
20150706,175.3004,47.7176,31.2383,92.6702
20150707,176.4029,47.7328,30.7697,93.5408
20150708,173.4433,46.6215,29.7115,94.3487
20150709,173.7571,47.3903,30.2851,92.4898
20150710,175.945,48.9431,31.0525,91.0231
20150713,177.8869,49.1258,31.2625,90.7407
20150714,178.6587,49.5368,31.3191,91.0388
20150715,178.5993,49.3541,30.9636,92.0035
20150716,180.0324,49.7804,31.3514,92.6389
20150717,180.185,49.6967,31.311,93.1173
20150720,180.2783,49.8261,31.109,92.725
20150721,179.566,49.6814,31.1171,93.2271
20150722,179.2438,49.3008,30.6728,93.8075
20150723,178.2346,49.1714,30.3739,94.9762
20150724,176.386,48.631,29.9377,95.2115
20150727,175.3598,48.2733,29.3722,95.7212
20150728,177.5138,48.8822,29.6711,95.0232
20150729,178.735,49.0573,29.9619,94.6703
20150730,178.7773,49.0192,29.663,95.3997
20150731,178.506,49.3085,29.9862,96.1056
20150803,177.9039,49.1791,29.4853,97.1173
20150804,177.5562,49.2171,29.5903,96.347
20150805,178.1414,49.4759,29.5984,95.6238
20150806,176.6828,49.2704,29.3399,96.4727
20150807,176.3436,49.1791,29.3238,97.7383
20150810,178.5653,49.7804,29.8165,96.5277
20150811,176.9541,49.0192,29.1622,98.0606
20150812,177.1662,48.6691,28.7098,97.526
20150813,176.9456,48.6386,28.6613,97.2116
20150814,177.5901,48.7147,28.7017,97.4396
20150817,178.5823,48.6234,28.3867,97.8798
20150818,178.065,48.258,28.0797,97.1095
20150819,176.6573,47.8318,27.7324,98.0684
20150820,172.9684,46.6748,27.2961,99.0588
20150821,167.7617,45.6092,26.456,99.3575
20150824,160.6978,44.0336,25.3008,99.3261
20150825,158.8067,44.4522,25.624,97.7304
20150826,164.9039,45.5026,26.4722,95.8438
20150827,168.9828,46.0583,27.6435,95.8989
20150828,168.9913,45.9898,27.2881,96.1819
20150831,167.626,45.6472,27.3365,95.443
20150901,162.6227,44.1173,26.2783,96.1307
20150902,165.7095,44.7719,26.658,95.3036
20150903,165.8282,44.8785,26.763,95.7683
20150904,163.3181,43.8509,25.9632,96.6427
20150908,167.4225,45.1373,26.7872,95.2169
20150909,165.1838,44.9546,26.6499,95.6738
20150910,166.0826,45.2514,26.9245,95.0278
20150911,166.8374,45.2438,27.0296,95.6266
20150914,166.2184,44.9013,26.9892,95.7762
20150915,168.2959,45.2058,27.2477,93.9407
20150916,169.7545,45.8984,27.9101,93.5862
20150917,169.3729,45.9213,27.8455,94.7285
20150918,166.6051,44.7719,27.3284,96.1859
20150921,167.4661,44.7491,27.28,94.6182
20150922,165.2924,43.6834,26.7711,95.9338
20150923,165.0281,43.4779,26.3429,95.9258
20150924,164.4314,43.3561,26.2298,96.5797
20150925,164.3888,43.7367,26.1733,95.7447
20150928,160.2631,42.8766,25.6159,97.3833
20150929,160.3569,42.8157,25.7371,97.659
20150930,163.3488,43.6301,26.4802,97.3202
20151001,163.7751,43.7672,26.6256,97.7355
20151002,166.2215,44.5131,27.3365,98.3275
20151005,169.1794,45.3961,27.9262,96.9934
20151006,168.5998,45.4493,27.8778,97.4118
20151007,169.9807,46.0202,28.621,97.0881
20151008,171.5151,46.3856,28.9279,96.2751
20151009,171.6173,46.4693,29.0329,96.5277
20151012,171.7794,46.378,28.8148,97.2618
20151013,170.6967,45.7919,28.3463,97.4276
20151014,169.8784,45.8832,28.5644,98.2801
20151015,172.4868,46.6672,29.2591,97.7986
20151016,173.271,46.6291,29.2834,97.8302
20151019,173.3563,46.4693,28.9845,97.5618
20151020,173.1346,46.279,28.9764,96.9618
20151021,172.0606,46.2562,28.5563,97.9249
20151022,174.9673,46.7738,29.146,98.0907
20151023,176.8853,47.2381,29.3157,97.2539
20151026,176.4506,47.063,29.0491,97.9012
20151027,176.1096,46.652,28.7179,98.146
20151028,178.1128,46.9565,28.3867,97.7512
20151029,178.0105,46.6139,28.1201,96.1961
20151030,177.2433,46.515,28.1686,96.9224
20151102,179.3403,46.9565,28.726,96.477
20151103,179.8602,46.9412,29.1056,95.6859
20151104,179.3147,46.6824,28.8714,95.7966
20151105,179.1357,46.5987,28.9198,95.5435
20151106,179.0419,46.3856,28.5159,94.1432
20151109,177.3711,45.906,27.8051,93.6131
20151110,177.7803,45.8756,27.6839,93.89
20151111,177.0813,46.1116,27.7404,93.6922
20151112,174.6093,45.5102,27.4739,94.1432
20151113,172.6488,45.1296,27.0942,94.6811
20151116,175.2742,45.7005,27.6193,94.5941
20151117,175.1464,45.8223,27.5385,94.7523
20151118,177.9252,46.2409,27.8374,94.9501
20151119,177.7718,46.4769,28.0878,95.583
20151120,178.4196,46.3704,28.3705,95.2903
20151123,178.2151,46.0811,28.104,95.583
20151124,178.4537,46.0887,28.2494,95.575
20151125,178.4282,46.1953,28.0312,95.7966
20151127,178.6327,46.2029,27.4173,95.7017
20151130,177.8911,46.1648,27.4577,96.0814
20151201,179.5875,46.652,27.6677,97.3792
20151202,177.7547,46.1572,27.3365,97.4109
20151203,175.2657,45.9365,27.183,94.763
20151204,178.6839,46.3095,27.3688,95.5954
20151207,177.6013,46.0126,26.9165,96.5229
20151208,176.4079,45.3352,26.6176,96.5705
20151209,175.0355,45.1296,26.3995,96.4675
20151210,175.4873,45.1373,26.2217,96.5944
20151211,172.0862,44.2771,25.4866,98.1165
20151214,172.9557,44.3456,25.8986,96.8481
20151215,174.7713,44.5664,26.2944,96.2772
20151216,177.3285,45.4646,26.8114,96.0711
20151217,174.6263,44.8861,26.4641,97.1572
20151218,171.5154,44.4142,26.3752,97.6963
20151221,172.9302,44.6199,26.5811,97.6726
20151222,174.4994,44.9578,26.7944,96.967
20151223,176.6603,45.7103,27.1718,96.2376
20151224,176.3688,45.6335,27.0734,96.7889
20151228,175.9657,45.526,26.8847,97.0749
20151229,177.8436,45.979,26.9093,95.4622
20151230,176.5832,45.7026,26.4909,95.3669
20151231,174.8167,45.0883,26.4089,95.7959
20160104,172.3729,44.3973,25.6869,96.487
20160105,172.6644,44.3281,25.7443,96.0977
20160106,170.4864,43.5987,25.2521,97.3927
20160107,166.3961,42.6926,24.4727,97.5675
20160108,164.5697,42.1782,24.2102,98.0045
20160111,164.7326,42.3548,24.202,96.932
20160112,166.0617,42.5544,24.2512,98.3302
20160113,161.9201,41.8941,23.9969,99.2994
20160114,164.5783,42.4315,24.3086,98.3699
20160115,161.0455,40.8958,23.3487,99.9032
20160119,161.2598,41.2721,23.6933,99.5934
20160120,159.1932,40.3353,23.1765,100.6421
20160121,160.0851,40.6348,23.2667,99.9588
20160122,163.3692,41.8326,24.0625,99.5775
20160125,160.8996,41.2721,23.6523,100.1177
20160126,163.0948,42.0092,23.9969,100.1654
20160127,161.3198,41.7405,23.9148,100.1416
20160128,162.1601,41.8633,24.2922,100.2846
20160129,166.1132,42.6005,25.0798,101.1346
20160201,166.0532,42.5544,24.8419,100.825
20160202,163.0605,41.5639,24.0379,102.6955
20160203,164.038,41.9094,24.7188,101.8439
20160204,164.2953,41.9632,24.9075,102.3374
20160205,161.1655,41.3182,24.6204,102.4568
20160208,158.996,40.5503,24.284,104.6615
20160209,159.0046,40.0819,23.9476,104.7729
20160210,158.8674,40.0359,24.0461,105.6963
20160211,156.8008,39.4523,23.6441,106.4365
20160212,160.0336,40.1433,24.0543,104.6695
20160216,162.7347,40.9573,24.5876,103.5631
20160217,165.3929,41.6637,25.0716,102.9263
20160218,164.7155,41.4487,24.9239,104.192
20160219,164.6383,41.4026,24.8091,104.2795
20160222,167.0221,41.871,25.4244,104.2237
20160223,164.9127,41.1876,24.8829,104.6457
20160224,165.6673,41.0417,24.8255,104.4387
20160225,167.6738,41.5332,24.9075,104.8128
20160226,167.2879,41.4257,24.6614,103.8019
20160229,165.976,41.1799,24.8747,104.2556
20160301,169.8776,42.2549,25.7607,102.4198
20160302,170.6407,42.5467,26.1053,102.8425
20160303,171.3096,42.9614,26.4007,103.2173
20160304,171.8669,43.2762,26.9257,102.5554
20160307,172.0042,43.2224,26.8847,102.5235
20160308,170.1262,42.8001,26.4253,103.6559
20160309,170.9666,42.9614,26.5893,103.0259
20160310,171.1038,42.8923,26.6304,102.6033
20160311,173.8649,44.0133,27.1882,101.5665
20160314,173.642,43.9212,27.0242,101.8855
20160315,173.359,43.5065,26.6386,101.9812
20160316,174.3623,43.8905,27.1718,102.2842
20160317,175.4684,44.2283,27.7707,102.7069
20160318,176.158,44.1515,27.9184,102.9222
20160321,176.4079,44.0824,27.9758,102.1328
20160322,176.3131,44.0057,27.9102,102.1088
20160323,175.1495,43.5603,27.4344,103.2652
20160324,175.0719,43.2685,27.3687,103.305
20160328,175.1754,43.5296,27.459,103.4406
20160329,176.7958,43.998,27.8364,104.5251
20160330,177.5715,44.3281,28.1235,103.4246
20160331,177.1405,43.8905,28.0989,104.1583
20160401,178.3472,43.4221,28.0169,104.43
20160404,177.7697,43.3299,27.6805,104.4939
20160405,175.9942,42.4776,27.139,105.6367
20160406,177.9163,43.1687,27.4672,104.8695
20160407,175.7873,42.539,26.9175,106.1641
20160408,176.2614,43.353,27.3851,105.4929
20160411,175.8477,43.376,27.7379,105.357
20160412,177.4853,44.021,28.1645,104.6298
20160413,179.2781,44.7198,28.665,104.9974
20160414,179.2867,44.8656,28.5255,104.4939
20160415,179.0884,44.7658,28.3614,105.389
20160418,180.3468,45.1497,28.4927,104.9334
20160419,180.9157,45.933,28.9275,104.6058
20160420,181.0881,45.9714,28.7962,103.4551
20160421,180.1141,45.6949,28.5091,102.8398
20160422,180.1141,45.718,28.3368,102.576
20160425,179.8038,45.4876,28.1563,102.1525
20160426,180.071,45.6489,28.4599,101.689
20160427,180.4417,45.6796,28.6322,102.7039
20160428,178.804,45.0576,28.3368,103.1275
20160429,177.8387,44.8656,28.2138,103.3912
20160502,179.2522,45.288,28.1399,102.3502
20160503,177.6921,44.5431,27.3441,103.6393
20160504,176.701,44.0287,26.9011,104.2079
20160505,176.6665,43.9366,26.8929,104.9045
20160506,177.3129,44.0594,26.9339,104.4561
20160509,177.4595,43.9673,26.5893,104.7844
20160510,179.6659,44.5969,27.098,104.7925
20160511,177.9852,44.213,27.0324,105.385
20160512,178.037,44.1976,26.9585,104.9045
20160513,176.4855,43.7446,26.4745,105.9214
20160516,178.2265,44.2667,26.7944,105.0086
20160517,176.563,43.9442,26.6714,105.1848
20160518,176.6148,43.9596,26.4089,103.6874
20160519,176.0028,43.6448,26.1627,104.1358
20160520,177.1147,44.0057,26.4253,104.2159
20160523,176.8733,43.8598,26.376,104.4481
20160524,179.166,44.4971,26.6468,103.9837
20160525,180.3813,44.9655,26.9667,103.5913
20160526,180.433,45.0883,27.1472,104.1278
20160527,181.2088,45.0422,27.139,103.9757
20160531,180.864,44.8272,27.1718,104.2239
20160601,181.2347,44.7889,27.1554,104.6468
20160602,181.7863,44.7889,27.3769,105.401
20160603,181.2433,45.0806,27.7953,106.9015
20160606,182.1656,45.334,28.0907,106.1071
20160607,182.4499,45.6642,28.345,106.3638
20160608,183.0447,45.7564,28.5501,106.9336
20160609,182.7947,45.1958,28.222,107.6236
20160610,181.0622,43.8828,27.5082,108.1452
20160613,179.6659,43.2455,27.1226,108.6266
20160614,179.3126,42.5544,27.0324,108.5463
20160615,179.0626,42.8385,27.3195,108.9636
20160616,179.597,42.9307,27.2211,109.4931
20160617,178.9282,43.353,27.2949,108.8111
20160620,180.0804,44.428,27.7789,107.6477
20160621,180.5916,44.7889,27.9922,107.1502
20160622,180.297,44.7614,28.0633,107.3267
20160623,182.645,45.9996,28.7414,106.0991
20160624,176.0864,42.05,26.9967,108.9475
20160627,172.9327,41.2429,26.6494,111.6676
20160628,176.0517,42.3243,27.4349,111.9003
20160629,179.0494,43.1001,28.1295,111.0417
20160630,181.4927,43.7427,28.4106,111.451
20160701,181.8739,43.7427,28.6835,112.9984
20160705,180.5656,42.8964,28.0716,114.4131
20160706,181.6487,42.818,27.9972,114.5981
20160707,181.536,42.6456,27.9228,114.5901
20160708,184.2391,43.296,28.5264,115.4341
20160711,184.8889,43.9308,28.7992,114.4212
20160712,186.2318,44.5263,29.2044,112.5402
20160713,186.2059,44.4793,29.1548,113.8666
20160714,187.2456,44.8633,29.5765,112.2107
20160715,186.9943,44.636,29.5103,111.2459
20160718,187.4968,44.7458,29.7749,111.1414
20160719,187.3062,44.3931,29.469,111.7685
20160720,188.086,44.7928,29.6178,111.1576
20160721,187.3755,44.6125,29.5269,111.3827
20160722,188.2159,44.6987,29.7419,111.5756
20160725,187.7047,44.6439,29.4442,111.4952
20160726,187.7914,44.832,29.6757,111.672
20160727,187.5921,44.9965,29.7749,113.0627
20160728,187.8087,44.9495,29.7832,112.8537
20160729,188.1119,45.4824,29.9403,113.7942
20160801,187.9559,45.1846,29.8824,112.5605
20160802,186.7517,44.9573,29.6674,111.4007
20160803,187.2975,44.8006,29.7667,111.4652
20160804,187.4968,45.0592,29.932,112.3028
20160805,189.0303,45.263,30.2793,111.1351
20160808,188.9177,45.357,30.4943,111.3444
20160809,189.0303,45.7175,30.701,112.4397
20160810,188.5625,45.8742,30.7093,112.8745
20160811,189.4375,46.2033,31.1062,111.8679
20160812,189.2729,46.0858,30.9904,112.8101
20160815,189.8187,46.266,31.3129,111.7471
20160816,188.8397,46.1955,31.1723,111.4491
20160817,189.1949,46.1798,30.9739,112.1175
20160818,189.6195,46.4149,31.2633,112.2947
20160819,189.3422,46.0701,31.0896,111.7068
20160822,189.3335,46.1171,30.6762,112.649
20160823,189.7148,46.313,30.5522,112.7698
20160824,188.7444,46.2033,30.6349,112.5041
20160825,188.6144,46.0153,30.6597,112.0772
20160826,188.2592,45.741,30.3951,111.425
20160829,189.1862,45.882,30.6266,112.9148
20160830,188.8744,45.8194,30.5439,112.48
20160831,188.3372,45.7253,30.2049,112.641
20160901,188.3459,46.0388,30.4364,112.7653
20160902,189.1949,46.5716,30.9325,111.8455
20160906,189.7668,46.8851,31.594,112.6604
20160907,189.7495,46.9086,31.4948,112.5796
20160908,189.3162,46.7754,31.4121,111.1678
20160909,184.785,45.8664,30.3537,109.3364
20160912,187.4361,46.2425,30.5604,109.3928
20160913,184.7416,45.31,29.7915,108.1504
20160914,184.6723,45.2473,29.8824,108.3118
20160915,186.5178,45.6391,30.3951,107.8438
20160916,185.7968,45.0514,30.1884,108.7152
20160919,185.8316,45.2865,30.4281,108.3601
20160920,185.8403,45.5607,30.4447,108.7393
20160921,187.9301,46.3601,31.2963,109.6188
20160922,189.1144,46.8302,31.5196,110.4901
20160923,188.0782,46.4384,31.1144,110.3852
20160926,186.5544,46.0074,30.6597,111.0871
20160927,187.7125,46.2268,31.0979,111.9019
20160928,188.6442,46.556,31.379,111.6599
20160929,186.9375,45.9761,30.8333,111.9424
20160930,188.3481,46.3365,30.9656,110.9419
20161003,187.8953,46.2112,31.1806,110.5758
20161004,186.9375,46.2033,30.8333,109.2825
20161005,187.7647,46.3914,31.2798,108.7733
20161006,187.8953,46.1406,31.3046,108.1672
20161007,187.251,45.9055,31.164,108.2399
20161010,188.2262,46.0388,31.5031,107.6014
20161011,185.849,45.3883,30.7754,107.359
20161012,186.0928,45.2865,30.7175,107.464
20161013,185.4833,45.1141,30.4447,107.8681
20161014,185.579,45.1924,30.4943,106.3568
20161017,184.9348,45.0592,30.4612,107.0357
20161018,186.0928,45.5059,30.9987,107.3832
20161019,186.5892,45.6313,31.1889,107.4721
20161020,186.2409,45.7018,31.0979,107.5853
20161021,186.3279,45.5999,31.0896,107.7469
20161024,187.1203,45.5921,31.2219,107.2781
20161025,186.4934,45.5607,31.255,107.5611
20161026,186.1189,45.357,30.9243,106.8336
20161027,185.6226,45.3021,30.6597,105.6697
20161028,185.074,45.2865,30.5356,105.4353
20161031,185.0827,45.31,30.7093,106.0819
20161101,183.7417,45.1141,30.4612,106.09
20161102,182.6359,44.8084,30.0974,106.5516
20161103,181.7999,44.7614,30.0147,105.7337
20161104,181.5997,44.3304,29.7088,106.6812
20161107,185.6052,44.9417,30.7837,105.7742
20161108,186.4411,45.067,30.9821,105.345
20161109,188.4178,45.1062,29.9734,100.875
20161110,188.888,44.9808,29.1217,99.385
20161111,188.4526,44.7066,28.5677,98.8262
20161114,188.6006,44.4636,28.361,98.2351
20161115,190.0722,44.6596,28.9315,98.721
20161116,189.7152,44.1894,28.6918,99.6118
20161117,190.6905,44.5263,28.7331,98.146
20161118,190.2638,44.0405,28.6008,97.8626
20161121,191.7006,44.4166,28.8819,98.1055
20161122,192.075,44.5263,29.3202,98.0731
20161123,192.1795,44.3696,29.006,97.6925
20161125,192.8935,44.5028,29.1465,97.8383
20161128,191.9879,44.2677,29.2623,98.559
20161129,192.3624,44.5498,29.3036,98.972
20161130,191.9009,44.5028,29.3532,97.3686
20161201,191.1955,44.3304,29.006,96.3405
20161202,191.2913,44.4401,29.039,97.0465
20161205,192.4408,44.879,29.2788,96.941
20161206,193.0504,45.1846,29.4359,96.868
20161207,195.5755,45.8585,29.932,97.6956
20161208,196.0545,45.8194,30.0643,96.5434
20161209,197.2387,46.0153,29.9072,95.3425
20161212,197.0123,45.8115,29.7088,95.521
20161213,198.3272,46.3052,30.0395,95.8618
20161214,196.6901,45.6234,29.1465,94.7907
20161215,197.4999,45.5216,29.1961,95.2695
20161216,197.1137,45.5529,29.0638,95.0504
20161219,197.5429,45.4824,28.8654,96.0728
20161220,198.3049,45.6391,28.9646,95.594
20161221,197.7531,45.6518,28.8442,96.016
20161222,197.4115,45.5489,28.5013,95.8443
20161223,197.7005,45.6676,28.6686,96.0396
20161227,198.1911,45.6122,28.794,95.7304
20161228,196.5531,45.438,29.0114,96.4301
20161229,196.5093,45.5489,29.4881,96.7718
20161230,195.791,45.7072,29.2791,96.9182
20170103,197.2889,45.9922,29.6303,97.3331
20170104,198.4626,46.5148,29.8561,97.7074
20170105,198.3049,46.9106,30.1823,99.2368
20170106,199.0144,46.7523,30.0568,98.3257
20170109,198.3575,46.681,30.0317,99.1148
20170110,198.3575,46.689,30.2074,99.0497
20170111,198.918,46.9344,30.567,99.3832
20170112,198.4188,47.0056,30.7008,99.1636
20170113,198.8743,47.1798,30.6757,98.6918
20170117,198.1735,47.0056,30.659,99.725
20170118,198.6115,46.8711,30.4917,98.4477
20170119,197.8757,46.7523,30.3997,97.7725
20170120,198.6027,47.0215,30.4583,97.5772
